id_empleado;edad;genero;departamento;antiguedad_empresa;nivel_educativo;sector;frecuencia_uso_ia;herramienta_principal;prefiere_humano_vs_ia;AT1_rendimiento;AT2_facilita_aprendizaje;AT3_facilidad_uso;AT4_integracion_positiva;AE1_resolver_problemas;AE2_confianza_digital;AE3_uso_eficaz;AE4_seguridad_aplicacion;M1_estimulante;M2_aumenta_interes;M3_aporta_valor;M4_mayor_esfuerzo;E1_adaptacion;E2_feedback_util;E3_aplicable_trabajo;E4_aprendizaje_ritmo;D1_mejora_competencias;D2_preparado_retos;D3_amplia_habilidades;D4_aprendizaje_autonomo;C1_confio_sin_verificar;C2_dificil_sin_ia;C3_pensamiento_critico;C4_reflexiono_calidad;open_positive_experience;open_difficulties_and_training_needs;usa_chatgpt;usa_gemini;usa_copilot;usa_lms_ia;usa_otra_ia;survey_completed_at
82;37;Hombre;Dirección / Gestión;Más de 5 años;Doctorado;Servicios;5 – Muy frecuentemente;Copilot;6 – De acuerdo;5 – Algo de acuerdo;3 – Algo en desacuerdo ;3 – Algo en desacuerdo ;6 – De acuerdo;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;Ayuda a entender conceptos de forma más simple.;A veces inventa referencias. ;True;True;True;True;False;2026-04-15T09:01:21
83;56;Hombre;Dirección / Gestión;Más de 5 años;Doctorado;Administración pública;5 – Muy frecuentemente;Copilot;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;Formación adaptada a mi necesidad ;Limitación en el momento de entender concepto!;True;True;True;True;False;2026-04-15T09:01:22
84;32;Hombre;Dirección / Gestión;Más de 5 años;Grado;Sanidad;5 – Muy frecuentemente;LMS con IA;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;7 – Totalmente de acuerdo;Apoyo en formación y trabajo;No cita a veces bien ;False;True;True;True;True;2026-04-15T09:01:23
85;55;Hombre;Consultoría;Más de 5 años;Doctorado;Administración pública;5 – Muy frecuentemente;LMS con IA;6 – De acuerdo;6 – De acuerdo;4 – Ni de acuerdo ni en desacuerdo;3 – Algo en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;Comprender conceptos difíciles, de manera fácil!;Crea alucinaciones la IA con conceptos! ;False;False;False;True;False;2026-04-15T09:01:24
86;21;Mujer;Formación y Desarrollo;1–3 años;Máster;Consultoría;5 – Muy frecuentemente;Copilot;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;Ayuda a entender conceptos ;A veces sus respuestas no son lógicas! ;True;True;True;True;False;2026-04-15T09:01:25
87;35;Hombre;Tecnología / IT;Más de 5 años;Doctorado;Servicios;5 – Muy frecuentemente;LMS con IA;6 – De acuerdo;5 – Algo de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Me ayuda a organizar mejor mis ideas y tareas.;No siempre entiende bien el contexto de lo que se le pide.;True;True;True;True;False;2026-04-15T09:01:26
88;43;Hombre;Formación y Desarrollo;Más de 5 años;Doctorado;Comercio / Retail;5 – Muy frecuentemente;Copilot;7 – Totalmente de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Facilita el acceso a información actualizada.;Puede dar respuestas genéricas poco profundas.;False;True;True;False;True;2026-04-15T09:01:27
89;24;Mujer;Formación y Desarrollo;1–3 años;Grado;Consultoría;5 – Muy frecuentemente;Gemini;5 – Algo de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Es una herramienta muy versátil para diferentes áreas.;Puede crear una falsa sensación de dominio del tema.;True;True;False;False;False;2026-04-15T09:01:28
90;38;Hombre;Consultoría;Más de 5 años;Doctorado;Consultoría;4 – Frecuentemente;ChatGPT;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Me ayuda a resumir información extensa rápidamente.;Problemas de privacidad de los datos.;True;True;True;False;False;2026-04-15T09:01:29
91;54;Mujer;Comercial / Ventas / Marketing;Más de 5 años;Grado;Comercio / Retail;5 – Muy frecuentemente;Copilot;7 – Totalmente de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;3 – Algo en desacuerdo;3 – Algo en desacuerdo;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Hace el aprendizaje más dinámico e interactivo.;No siempre cita fuentes fiables.;False;True;True;False;False;2026-04-15T09:01:30
92;54;Hombre;Tecnología / IT;Más de 5 años;Máster;Industria;5 – Muy frecuentemente;Copilot;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;7 – Totalmente de acuerdo;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Es útil para preparar trabajos y presentaciones.;Puede sesgar la información según cómo esté entrenada.;True;True;True;True;False;2026-04-15T09:01:31
93;19;Hombre;Recursos Humanos;Menos de 1 año;Grado;Consultoría;5 – Muy frecuentemente;Otra;7 – Totalmente de acuerdo;6 – De acuerdo;7 – Totalmente de acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;7 – Totalmente de acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Me ayuda a estructurar mejor mis ideas.;Es fácil confiar en ella sin verificar.;False;True;True;True;True;2026-04-15T09:01:32
94;33;Hombre;Tecnología / IT;Más de 5 años;Doctorado;Educación;5 – Muy frecuentemente;LMS con IA;6 – De acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;4 – Ni de acuerdo ni en desacuerdo;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;Permite aprender de forma autónoma.;Puede limitar la creatividad si se usa en exceso.;False;False;True;True;False;2026-04-15T09:01:33
95;45;Mujer;Administración / Finanzas;Más de 5 años;Doctorado;Banca / Finanzas;5 – Muy frecuentemente;Otra;7 – Totalmente de acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Es una buena fuente de apoyo cuando no hay profesores disponibles.;No fomenta el esfuerzo personal en algunos casos.;False;False;True;True;True;2026-04-15T09:01:34
96;29;Mujer;Educación / Investigación;Más de 5 años;Doctorado;Educación;5 – Muy frecuentemente;Copilot;7 – Totalmente de acuerdo;6 – De acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Mejora la productividad en tareas académicas.;Puede generar dependencia tecnológica.;False;True;True;False;False;2026-04-15T09:01:35
97;34;Hombre;Tecnología / IT;Más de 5 años;Máster;Industria;5 – Muy frecuentemente;LMS con IA;6 – De acuerdo;5 – Algo de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;Facilita la comprensión de textos complejos.;No siempre responde con precisión en temas complejos.;False;False;True;True;False;2026-04-15T09:01:36
98;56;Hombre;Profesional independiente / Freelance;Más de 5 años;Doctorado;Servicios;5 – Muy frecuentemente;Otra;7 – Totalmente de acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Permite adaptar el ritmo de aprendizaje.;Puede dificultar el aprendizaje profundo.;False;False;False;True;True;2026-04-15T09:01:37
99;32;Hombre;Formación y Desarrollo;Más de 5 años;Máster;Consultoría;5 – Muy frecuentemente;LMS con IA;6 – De acuerdo;5 – Algo de acuerdo;6 – De acuerdo;6 – De acuerdo;5 – Algo de acuerdo;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;6 – De acuerdo ;6 – De acuerdo ;5 – Algo de acuerdo ;Ayuda a detectar errores y mejorar trabajos.;A veces simplifica demasiado los contenidos.;False;True;True;True;False;2026-04-15T09:01:38
100;45;Hombre;Tecnología / IT;Más de 5 años;Doctorado;Industria;5 – Muy frecuentemente;ChatGPT;7 – Totalmente de acuerdo;5 – Algo de acuerdo;4 – Ni de acuerdo ni en desacuerdo;3 – Algo en desacuerdo ;3 – Algo en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;4 – Ni de acuerdo ni en desacuerdo ;5 – Algo de acuerdo ;5 – Algo de acuerdo ;Me permite explorar temas nuevos fácilmente.;Puede ser utilizada para hacer trampas en exámene;True;True;True;False;False;2026-04-15T09:01:39
